Contracting.Department.ID,Contracting.Agency.ID,Contracting.Agency.Name,CSIS.Name,Summarized.Agency,SubCustomer,Customer
1200,12K4,"GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",,,Agriculture,Other Agencies
1300,1300,"COMMERCE, DEPARTMENT OF",,,Commerce,Other Agencies
1300,1301,OFFICE OF THE SECRETARY,,,Commerce,Other Agencies
1300,1304,OFFICE OF THE INSPECTOR GENERAL,,,Commerce,Other Agencies
1300,131E,ECONOMIC AFFAIRS,,,Commerce,Other Agencies
1300,1321,BUREAU OF ECONOMIC ANALYSIS,,,Commerce,Other Agencies
1300,1323,BUREAU OF THE CENSUS,,,Commerce,Other Agencies
1300,1325,ECONOMIC DEVELOPMENT ADMINISTRATION,,,Commerce,Other Agencies
1300,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,,Commerce,Other Agencies
1300,1335,NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION,,,Commerce,Other Agencies
1300,1341,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,,,Commerce,Other Agencies
1300,1342,NATIONAL TECHNICAL INFORMATION SERVICE,,,Commerce,Other Agencies
1300,1344,PATENT AND TRADEMARK OFFICE,,,Commerce,Other Agencies
1300,1350,INTERNATIONAL TRADE ADMINISTRATION,,,Commerce,Other Agencies
1300,1351,U.S. EXPORT ADMINISTRATION,,,Commerce,Other Agencies
1300,1352,MINORITY BUSINESS DEVELOPMENT AGENCY,,,Commerce,Other Agencies
1300,1355,U.S. TRAVEL AND TOURISM ADMINISTRATION,,,Commerce,Other Agencies
1300,1359,TECHNOLOGY ADMINSTRATION,,,Commerce,Other Agencies
1400,1400,"INTERIOR, DEPARTMENT OF THE",,,Interior,Other Agencies
1400,1402,OFFICE OF THE UNDER SECRETARY OF THE INTERIOR,,,Interior,Other Agencies
1400,1403,OFFICE OF THE SOLICITOR,,,Interior,Other Agencies
1400,1404,OFFICE OF THE INSPECTOR GENERAL,,,Interior,Other Agencies
1400,1406,"OFFICE OF POLICY, BUDGET AND ADMINISTRATION",,,Interior,Other Agencies
1400,1407,OFFICE OF CONGRESSIONAL AND LEGISLATIVE AFFAIRS,,,Interior,Other Agencies
1400,1408,OFFICE OF PUBLIC AFFAIRS,,,Interior,Other Agencies
1400,1409,OFFICE OF TERRITORIAL AND INTERNATIONAL AFFAIRS,,,Interior,Other Agencies
1400,140S,OFFICE OF THE SECRETARY OF THE INTERIOR,,,Interior,Other Agencies
1400,1410,OFFICE OF YOUTH PROGRAMS,,,Interior,Other Agencies
1400,1411,OFFICE FOR EQUAL OPPORTUNITY,,,Interior,Other Agencies
1400,1413,OFFICE OF HEARINGS AND APPEALS,,,Interior,Other Agencies
1400,1414,EXECUTIVE SECRETARIAT,,,Interior,Other Agencies
1400,1415,OFFICE OF THE SPECIAL TRUSTEE FOR AMERICAN INDIANS,,,Interior,Other Agencies
1400,1416,INDIAN ARTS AND CRAFTS BOARD,,,Interior,Other Agencies
1400,1417,OFFICE OF HISOTRICALLY BLACK COLLEGE AND UNIVERSITY PROGRAMS,,,Interior,Other Agencies
1400,1418,OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION,,,Interior,Other Agencies
1400,1422,BUREAU OF LAND MANAGEMENT,,,Interior,Other Agencies
1400,1425,BUREAU OF RECLAMATION,,,Interior,Other Agencies
1400,142F,FISH AND WILDLIFE AND PARKS,,,Interior,Other Agencies
1400,142L,LAND AND MINERALS MANAGEMENT,,,Interior,Other Agencies
1400,142N,INDIAN AFFAIRS,,,Interior,Other Agencies
1400,142W,WATER AND SCIENCE,,,Interior,Other Agencies
1400,1432,BUREAU OF MINES,,,Interior,Other Agencies
1400,1434,GEOLOGICAL SURVEY,,,Interior,Other Agencies
1400,1435,MINERALS MANAGEMENT SERVICE,,,Interior,Other Agencies
1400,1436,BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT,"INTERIOR, DEPARTMENT OF THE",,Interior,Other Agencies
1400,1438,"OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT",,,Interior,Other Agencies
1400,1443,NATIONAL PARK SERVICE,,,Interior,Other Agencies
1400,1445,NATIONAL BIOLOGICAL SURVEY,,,Interior,Other Agencies
1400,1448,U.S. FISH AND WILDLIFE SERVICE,,,Interior,Other Agencies
1400,1450,BUREAU OF INDIAN AFFAIRS,,,Interior,Other Agencies
1400,1460,BOARD ON GEOGRAPHIC NAMES,,,Interior,Other Agencies
1400,1461,MIGRATORY BIRD CONSERVATION COMMISSION,,,Interior,Other Agencies
1400,1462,NORTHERN MARIANA ISLANDS COMMISSION OF FEDERAL LAWS,,,Interior,Other Agencies
1400,1464,IL AND MI CANAL NATIONAL HERITAGE CORRIDOR COMMISSION,,,Interior,Other Agencies
1400,1465,METROPOLITAN RIVER CORRIDORS STUDY COMMITTEE,,,Interior,Other Agencies
1400,1469,NATIONAL INDIAN GAMING COMMISSION,,,Interior,Other Agencies
1500,1500,"JUSTICE, DEPARTMENT OF",,,Justice,Other Agencies
1500,1501,"OFFICES, BOARDS AND DIVISIONS",,,Justice,Other Agencies
1500,1504,OFFICE OF THE INSPECTOR GENERAL,,,Justice,Other Agencies
1500,1524,DRUG ENFORCEMENT ADMINISTRATION,,,Justice,Other Agencies
1500,1526,EXEC OFF FOR U.S. ATTORNEYS AND THE OFFICES OF U.S. ATTORNEYS,,,Justice,Other Agencies
1500,1528,Formerly Immigration and Naturalization Service,,,Justice,Other Agencies
1500,1530,EXECUTIVE OFFICE FOR IMMIGRATION REVIEW,,,Justice,Other Agencies
1500,1535,COMMUNITY RELATIONS SERVICE,,,Justice,Other Agencies
1500,1540,FEDERAL PRISON SYSTEM,,,Justice,Other Agencies
1500,1544,U.S. MARSHALS SERVICE,,,Justice,Other Agencies
1500,1549,FEDERAL BUREAU OF INVESTIGATION,,,Justice,Other Agencies
1500,1550,OFFICE OF JUSTICE PROGRAMS,,,Justice,Other Agencies
1500,1555,U.S. TRUSTEE SYSTEM,,,Justice,Other Agencies
1500,1560,ATF ACQUISITION AND PROPERTY MGMT DIV,,,Justice,Other Agencies
1600,1600,"LABOR, DEPARTMENT OF",,,Labor,Other Agencies
1600,1601,IMMEDIATE OFFICE OF THE SECRETARY OF LABOR,,,Labor,Other Agencies
1600,1603,OFFICE OF THE SOLICITOR,,,Labor,Other Agencies
1600,1604,OFFICE OF INSPECTOR GENERAL,,,Labor,Other Agencies
1600,1605,OFFICE OF THE ASSISTANT SECRETARY FOR ADMIN AND MANAGEMENT,,,Labor,Other Agencies
1600,1606,OFFICE OF THE ASSISTANT SECRETARY FOR POLICY,,,Labor,Other Agencies
1600,1607,OFF OF THE DEPUTY UNDER SECRETARY FOR CONGRESSIONAL AFFAIRS,,,Labor,Other Agencies
1600,1608,OFFICE OF INFORMATION AND PUBLIC AFFAIRS,,,Labor,Other Agencies
1600,1609,BUREAU OF INTERNATIONAL LABOR AFFAIRS,,,Labor,Other Agencies
1600,160S,OFFICE OF THE SECRETARY OF LABOR,,,Labor,Other Agencies
1600,160U,OFFICE OF THE UNDER SECRETARY OF LABOR,,,Labor,Other Agencies
1600,1610,WAGE APPEALS BOARD,,,Labor,Other Agencies
1600,1613,OFFICE OF ADMINISTRATIVE LAW JUDGES,,,Labor,Other Agencies
1600,1614,"OFF OF THE DEPUTY UNDER SEC FOR PUB AND INTERGOV""TL AFFAIRS",,,Labor,Other Agencies
1600,1615,BENEFITS REVIEW BOARD,,,Labor,Other Agencies
1600,1616,EMPLOYEES COMPENSATION APPEALS BOARD,,,Labor,Other Agencies
1600,1617,ADMINISTRATIVE REVIEW BOARD,,,Labor,Other Agencies
1600,1618,OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION,,,Labor,Other Agencies
1600,1621,PENSION AND WELFARE BENEFITS ADMINISTRATION,,,Labor,Other Agencies
1600,1622,OFFICE OF THE CHIEF FINANCIAL OFFICER,,,Labor,Other Agencies
1600,1625,BUREAU OF LABOR STATISTICS,,,Labor,Other Agencies
1600,1630,EMPLOYMENT AND TRAINING ADMINISTRATION,,,Labor,Other Agencies
1600,1631,OFFICE OF JOB CORPS,,,Labor,Other Agencies
1600,1635,EMPLOYMENT STANDARDS ADMINISTRATION,,,Labor,Other Agencies
1600,1642,OFF OF THE DEPUTY UNDER SEC FOR LABOR-MGMT RELATIONS & COOP,,,Labor,Other Agencies
1600,1643,OFFICE OF LABOR-MANAGEMENT STANDARDS,,,Labor,Other Agencies
1600,1645,MINE SAFETY AND HEALTH ADMINISTRATION,,,Labor,Other Agencies
1600,1650,OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION,,,Labor,Other Agencies
1600,1653,VETERANS EMPLOYMENT AND TRAINING SERVICES,,,Labor,Other Agencies
1600,1655,WOMEN'S BUREAU,,,Labor,Other Agencies
1600,1663,NATIONAL COMMISSION FOR EMPLOYMENT POLICY,,,Labor,Other Agencies
1665,1665,PENSION BENEFIT GUARANTY CORPORATION,,,Labor,Other Agencies
1600,1667,PRESIDENT'S COMMITTEE ON EMPLOYMENT OF THE HANDICAPPED,,,Labor,Other Agencies
1600,1669,NATIONAL OCCUPATIONAL INFORMATION COORDINATING COMMITTEE,,,Labor,Other Agencies
9700,1700,DEPT OF THE NAVY,DEPT OF THE NAVY,DEPT OF THE NAVY,Navy,Defense
1800,1800,POSTAL SERVICE,,,All other Customers,Other Agencies
9700,1801,SOUTHERN DIV,,,ERROR,ERROR
9700,1802,ACCTG DISB STA NR 660700,,,ERROR,ERROR
9700,1803,DEFENSE FINANCE AND ACCOUNTING SERV,,,ERROR,ERROR
9700,1804,ACCTG DISB STA NR 525700,,,ERROR,ERROR
9700,1805,ACCTG DISB STA NR 525700,,,ERROR,ERROR
9700,1806,DFAS COLUMBUS CENTER,,,ERROR,ERROR
9700,1807,ACCTG DISB STA NR 525700,,,ERROR,ERROR
9700,1808,DEFENSE FINANCE AND ACCOUNTING SERV,,,ERROR,ERROR
9700,1809,AMERICAN RED CROSS,,,ERROR,ERROR
,1810,DEPARTMENT OF JUSTICE,,,ERROR,ERROR
9700,1812,ACCTG DISB STA NR 525700,,,ERROR,ERROR
9700,1813,DEFENSE FINANCE AND ACCOUNTING SERV,,,ERROR,ERROR
9700,1814,STARS FUNDING ONLY,,,ERROR,ERROR
1900,1900,"STATE, DEPARTMENT OF",,,State,State and IAP
1900,1901,IMMEDIATE OFFICE OF THE SECRETARY OF STATE,,,State,State and IAP
1900,1902,OFFICE OF THE DEPUTY SECRETARY OF STATE,,,State,State and IAP
1900,1903,OFFICE OF THE LEGAL ADVISER,,,State,State and IAP
1900,1904,OFFICE OF THE INSPECTOR GENERAL,,,State,State and IAP
1900,1905,OFFICE OF THE UNDER SECRETARY FOR MANAGEMENT,,,State,State and IAP
1900,1906,POLICY PLANNING COUNCIL,,,State,State and IAP
1900,1907,BUREAU OF LEGISLATIVE AND INTERGOVERNMENTAL AFFAIRS,,,State,State and IAP
1900,1908,OFFICE OF POLICY AND PROGRAM REVIEW,,,State,State and IAP
1900,1910,OFFICE OF PROTOCOL,,,State,State and IAP
1900,1913,OFFICE OF THE UNDER SECRETARY FOR POLITICAL AFFAIRS,,,State,State and IAP
1900,1914,OFFICE OF THE UNDER SEC FOR ECON AND AGRICULTURAL AFFAIRS,,,State,State and IAP
1900,1915,OFF OF THE UNDER SEC FOR SECURITY ASST. SCIENCE & TECH,,,State,State and IAP
1900,1916,COUNSELOR OF THE DEPARTMENT OF STATE,,,State,State and IAP
1900,1917,OFFICE OF EXECUTIVE SECRETARIAT,,,State,State and IAP
1900,1921,BUREAU OF AFRICAN AFFAIRS,,,State,State and IAP
1900,1923,BUREAU OF EAST ASIAN AND PACIFIC AFFAIRS,,,State,State and IAP
1900,1925,BUREAU OF EUROPEAN AND CANADIAN AFFAIRS,,,State,State and IAP
1900,1927,BUREAU OF INTER-AMERICAN AFFAIRS,,,State,State and IAP
1900,1929,BUREAU OF NEAR EASTERN AND SOUTH ASIAN AFFAIRS,,,State,State and IAP
1900,1930,BUREAU OF CONSULAR AFFAIRS,,,State,State and IAP
1900,1933,BUREAU OF ECONOMIC AND BUSINESS AFFAIRS,,,State,State and IAP
1900,1936,BUREAU OF HUMAN RIGHTS HUMANITARIAN AFFAIRS,,,State,State and IAP
1900,1937,BUREAU OF ADMINISTRATION,,,State,State and IAP
1900,1938,BUREAU OF DIPLOMATIC SECURITY,,,State,State and IAP
1900,1939,BUREAU OF INTELLIGENCE AND RESEARCH,,,State,State and IAP
1900,1942,BUREAU OF INTERNATIONAL NARCOTICS MATTERS,,,State,State and IAP
1900,1945,BUREAU OF INTERNATIONAL ORGANIZATION AFFAIRS,,,State,State and IAP
1900,1948,BUREAU OF OCEANS & INTL ENVIRONMENTAL & SCIENTIFIC AFFAIRS,,,State,State and IAP
1900,1950,BUREAU OF POLITICO-MILITARY AFFAIRS,,,State,State and IAP
1900,1952,BUREAU OF PUBLIC AFFAIRS,,,State,State and IAP
1900,1954,BUREAU OF REFUGEE PROGRAMS,,,State,State and IAP
1900,1958,OFFICE OF U.S. AMBASSADOR TO THE UNITED NATIONS,,,State,State and IAP
1900,1961,U.S. NATIONAL COMMISSION FOR UNESCO,,,State,State and IAP
9700,1963,DFAS ROME,,,ERROR,ERROR
9700,1965,DFAS INDIANAPOLIS CENTER,,,ERROR,ERROR
9700,1966,ARMY CORPS OF ENGINEERS CIVIL WORKS,,,ERROR,ERROR
9700,1967,DFAS LAWTON,,,ERROR,ERROR
9700,1968,DEPARTMENT OF THE ARMY,,,ERROR,ERROR
9700,1969,DFAS INDIANAPOLIS CENTER,,,ERROR,ERROR
9700,1979,ACCTG DISB STA NR 525700,,,ERROR,ERROR
9700,1980,DFAS SAN ANTONIO,,,ERROR,ERROR
9700,1983,DFAS INDIANAPOLIS CENTER,,,ERROR,ERROR
9700,1988,DFAS LAWTON,,,ERROR,ERROR
9700,1990,ACCTG DISB STA NR 660700,,,ERROR,ERROR
1900,1991,AMERICAN INSTITUTE IN TAIWAN,,,ERROR,ERROR
1900,1993,ASIS FOUNDATION,,,ERROR,ERROR
9700,1994,DFAS INDIANAPOLIS CENTER,,,ERROR,ERROR
9700,1995,ACCTG DISB STA NR 525700,,,ERROR,ERROR
9700,1996,DFAS INDIANAPOLIS CENTER,,,ERROR,ERROR
9700,1997,XR HQ USMEPCOM,,,ERROR,ERROR
9700,1998,DFAS-SL-EC,,,ERROR,ERROR
1900,19AA,INTER-AMERICAN INSTITUTE FOR COOPERATION ON AGRICULTURE,,,State,State and IAP
1900,19AG,PAN-AMERICAN INSTITUTE OF GEOGRAPHY AND HISTORY,,,State,State and IAP
1900,19AH,PAN-AMERICAN HEALTH ORGANIZATION,,,State,State and IAP
1900,19AN,INTER-AMERICAN INDIAN INSTITUTE,,,State,State and IAP
1900,19AR,PAN-AMERICAN RAILWAY CONGRESS ASSOCIATION,,,State,State and IAP
1900,19AS,ORGANIZATION OF AMERICAN STATES,,,State,State and IAP
1900,19BC,INTERNATIONAL BOUNDARY COMMISSION: U.S. AND CANADA,,,State,State and IAP
1900,19BJ,INTERNATIONAL JOINT COMMISSION: U.S. AND CANADA,,,State,State and IAP
19BM,19BM,INTERNATIONAL BOUNDARY AND WATER COMMISSION: U.S.-MEXICO,,,State,State and IAP
